DateTime	Tweet Id	Text	Username
2022-05-23 19:07:46+00:00	1528814966551334918	"""Bobby Bowden would have said – Mrs Met, she is snatched."" – fake Jimbo Fisher had words today for Nick Saban, Bobby Bowden, Steve Spurrier, lap dances and Mrs. Met 😂@jessica_smetana 

📺 https://t.co/fQiv9y0qYq https://t.co/6e8MXILnBd"	LeBatardShow
2022-05-23 19:02:53+00:00	1528813736479404034	"The @F1 minute with @jessica_smetana🔥 
🏎 https://t.co/DRJ1rmazAk
📺 https://t.co/SpZdHNErYT https://t.co/WbLFyBziCj"	LeBatardShow
2022-05-23 18:36:50+00:00	1528807181881057280	"“How about JJ Redick put some respect on Bob Cousy’s name.” - @Stugotz790 right before @DarthAmin dunked on him and won the argument. 😂😂😂
🏀 https://t.co/DRJ1rmazAk
📺 https://t.co/2MdaM3y5jA https://t.co/7ceRv1xeLH"	LeBatardShow
2022-05-23 17:05:35+00:00	1528784217294917632	"“I’m total bullshit.” - @Stugotz790 as @billygil catches him in a lie about if he would rather coach his daughter or Lebron James. 😂😂😂 #ChickenTime 
🐓 https://t.co/XM5NEVoWfY
📺 https://t.co/2MdaM3y5jA https://t.co/VksQ9DNHAQ"	LeBatardShow
2022-05-23 16:43:54+00:00	1528778759956217856	#poll Is an ice cream scoop a good wedding gift?	LeBatardShow
2022-05-23 16:12:08+00:00	1528770766459781120	#poll Is Friday the weekend?	LeBatardShow
2022-05-23 16:09:41+00:00	1528770149142220801	"“You guys are on a huge radio show complaining about how the Heat aren’t getting enough coverage…it’s insane to me.” - @jessica_smetana is back and she is fed up with Miami Heat fans’ sports persecution complex. 😂😂
🤾‍♀️ https://t.co/wDjQYvccCe
📺 https://t.co/2MdaM3y5jA https://t.co/TQWRpamRuI"	LeBatardShow
2022-05-23 15:58:04+00:00	1528767225460625408	https://t.co/boC8domqyu	LeBatardShow
2022-05-23 15:52:57+00:00	1528765936622354435	#poll What does JJ Reddick know about making ends meet?	LeBatardShow
2022-05-23 15:45:15+00:00	1528764001190027264	"“The Miami Heat played an overwhelming first half of basketball and the whole halftime analysis on ESPN was about the Celtics.” - Dan on the disrespect of the Miami Heat.
☘️ https://t.co/wDjQYvccCe
📺 https://t.co/2MdaM3y5jA https://t.co/S5zjs1lvQL"	LeBatardShow
2022-05-23 15:44:00+00:00	1528763687900692480	#poll Does Termine have friends?	LeBatardShow
2022-05-23 15:30:17+00:00	1528760236139499520	"“Little D*ck Energy.” - @billygil chimes in on #Heat vs #Celtics. #DukieBomb 🤦‍♂️😂
🤏 https://t.co/wDjQYvccCe
📺 https://t.co/2MdaM3y5jA https://t.co/cmxE4q9WcK"	LeBatardShow
